,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
4030,0,0.172296353,57,0,0.467725335,6800.0,13,0,1,0,0.0
4031,1,0.1401179,53,0,0.34455496,3920.0,8,0,1,0,1.0
4032,0,0.558048065,44,0,0.410510152,5860.0,13,0,1,1,2.0
4033,0,0.26321620100000004,48,0,5426.0,,11,0,2,0,0.0
4034,0,0.053493303,73,0,2.062598828,10750.0,11,0,1,0,1.0
4035,0,0.702765745,41,0,0.078344314,6981.0,3,0,0,0,0.0
4036,0,0.8127128259999999,48,0,1.120606107,13000.0,9,0,4,0,1.0
4037,1,0.9999998999999999,41,0,0.025151226000000002,3140.0,2,0,0,0,3.0
4038,0,0.051477664000000006,74,0,637.0,,11,0,1,0,0.0
4039,0,0.091574696,58,0,0.00839944,15000.0,9,0,1,0,0.0
4040,1,0.004053835,52,2,1.390801314,7000.0,13,0,5,1,2.0
4041,0,0.033844852,55,0,0.20359633600000002,11900.0,9,0,3,0,1.0
4042,1,0.06890869599999999,46,1,2830.0,,5,0,2,0,0.0
4043,0,0.015025128,53,0,0.027331511,15000.0,5,0,0,0,0.0
4044,0,0.095922373,44,0,0.191948428,7600.0,7,0,1,0,3.0
4045,0,0.385911633,56,0,0.360363964,10000.0,10,0,1,0,1.0
4046,0,0.24641581399999998,35,1,0.323671498,6416.0,19,0,1,0,0.0
4047,0,0.029047331000000003,70,0,2297.0,,13,0,1,0,0.0
4048,0,0.253032962,74,0,0.732042167,4078.0,9,0,1,0,0.0
4049,0,0.327779461,57,0,0.165359943,2805.0,5,0,0,0,0.0
4050,0,0.83919755,69,0,0.638945694,4400.0,7,0,1,0,0.0
4051,1,0.44167386700000005,65,0,0.238800156,5133.0,9,2,0,0,0.0
4052,0,0.6370643220000001,29,0,3066.0,,12,0,3,0,0.0
4053,1,0.984771739,51,0,0.827593152,4964.0,10,0,1,0,1.0
4054,1,0.9999998999999999,38,0,5.0,,1,0,0,0,
4055,0,0.626209978,31,0,0.253208463,2882.0,10,0,0,0,1.0
4056,0,0.117472063,63,0,1.336265494,2500.0,12,0,1,0,1.0
4057,1,0.9270419459999999,58,1,0.444324454,8333.0,12,0,3,0,2.0
4058,1,0.9999998999999999,44,0,0.067599068,4718.0,2,0,0,0,4.0
4059,1,0.9999998999999999,49,0,0.0,16200.0,4,0,0,0,0.0
4060,0,0.001872693,60,1,2031.0,,8,0,1,0,0.0
4061,0,0.060281124000000005,35,0,0.191315113,10500.0,6,0,1,0,3.0
4062,1,1.014690879,61,0,0.690775227,2308.0,4,0,1,0,0.0
4063,0,0.30738523,25,2,182.0,,1,0,0,1,2.0
4064,1,0.8041010000000001,29,1,0.127740809,9166.0,5,1,0,0,1.0
4065,1,0.346181743,55,0,0.041132349,4132.0,10,1,0,0,0.0
4066,1,1.8783666380000001,51,1,1241.0,,4,2,2,2,0.0
4067,1,0.9999998999999999,25,0,0.320987654,1700.0,2,0,0,1,0.0
4068,1,1.125291569,51,4,0.432072456,5630.0,7,0,2,1,0.0
4069,0,0.069881178,72,0,0.18117108699999998,11800.0,12,0,2,0,1.0
4070,1,0.073806911,57,1,0.158296043,40000.0,24,0,4,0,0.0
4071,1,0.752066116,32,0,0.062734316,4000.0,3,0,0,0,1.0
4072,1,0.0,44,1,0.326398968,6200.0,4,0,1,0,2.0
4073,0,0.095218817,29,0,0.430523159,3000.0,8,0,0,0,0.0
4074,0,0.20277924600000002,70,0,0.476210504,19020.0,18,0,2,0,0.0
4075,1,0.135938598,66,1,0.196974505,9452.0,7,1,2,0,0.0
4076,1,1.119601329,45,0,0.010347271,7054.0,1,0,0,1,1.0
4077,1,0.87359108,36,2,0.424726661,4755.0,8,4,0,0,1.0
4078,1,0.957035854,49,2,0.305136795,7163.0,6,1,1,1,3.0
4079,0,0.121097656,27,0,107.0,,2,0,0,0,0.0
4080,1,0.962025316,27,1,272.0,0.0,2,2,0,0,0.0
4081,1,0.968832696,24,0,0.09352518,1250.0,5,0,0,0,0.0
4082,0,0.725706145,41,0,1787.0,,5,0,1,0,5.0
4083,0,0.009186285,57,0,0.28784477199999997,6235.0,6,0,1,0,0.0
4084,0,0.255769042,73,0,0.3592553,11225.0,16,0,2,1,0.0
4085,0,0.9999998999999999,27,0,0.0,6200.0,1,0,0,0,0.0
4086,1,0.350230415,41,0,0.43659007200000005,5700.0,10,0,2,0,1.0
4087,0,0.098039216,41,0,0.246625562,6000.0,6,0,1,0,3.0
4088,0,0.033957128999999996,57,0,0.17911702899999998,7134.0,13,0,1,0,1.0
4089,1,0.591377694,53,2,0.499464477,2800.0,7,0,0,0,1.0
4090,0,0.148141976,72,0,0.385653587,4000.0,4,0,1,0,0.0
4091,0,0.0,51,0,0.126123128,3004.0,5,0,1,0,1.0
4092,1,0.9999998999999999,52,1,0.131982402,7500.0,5,0,0,0,0.0
4093,1,0.959688214,42,1,0.130242311,4291.0,7,0,0,0,3.0
4094,1,0.0,56,0,2662.0,0.0,14,0,2,0,1.0
4095,1,1.033870072,40,0,0.2064,6249.0,4,0,1,0,0.0
4096,0,0.9999998999999999,32,0,1.2087582479999999,3333.0,14,0,2,0,1.0
4097,0,0.6690145270000001,39,0,0.62037962,1000.0,6,0,0,0,0.0
4098,0,0.174594317,39,0,0.270698344,8333.0,9,0,2,0,2.0
4099,1,0.495367295,40,0,0.9824636440000001,2337.0,18,0,1,0,3.0
4100,0,0.621818547,63,0,0.43102559700000004,5820.0,9,0,2,0,1.0
4101,1,0.287245887,72,0,0.394758173,3700.0,10,1,0,0,0.0
4102,0,0.9999998999999999,63,3,0.200843235,5217.0,5,0,1,1,4.0
4103,1,0.9999998999999999,32,0,398.0,,2,0,0,1,
4104,1,0.9999998999999999,31,0,18.0,,0,0,0,0,0.0
4105,1,0.7426739929999999,31,2,2909.0,,7,0,1,0,0.0
4106,0,0.09450011,58,0,0.20536251100000003,8316.0,17,0,1,0,1.0
4107,1,0.234341253,50,0,0.392521496,5000.0,13,0,2,0,1.0
4108,1,0.984030269,51,1,0.178564287,5000.0,8,0,0,0,0.0
4109,0,0.31229235899999996,53,0,0.50809838,5000.0,3,0,1,0,1.0
4110,1,0.773704938,40,0,0.120652355,6008.0,5,2,0,0,2.0
4111,0,0.255179004,60,0,0.213784301,4700.0,7,0,2,0,2.0
4112,0,0.303986925,64,0,0.212642473,14300.0,11,0,1,0,1.0
4113,0,0.316026232,29,0,0.1375,3519.0,4,0,0,0,1.0
4114,1,0.9999998999999999,50,1,0.37244676200000004,2300.0,2,4,1,0,0.0
4115,0,0.333483326,60,0,0.35387232799999996,13518.0,6,0,2,0,0.0
4116,1,0.8981159879999999,48,0,0.475448335,4683.0,6,0,1,0,2.0
4117,1,1.480821178,63,1,0.19919007800000002,3950.0,7,2,0,1,0.0
4118,1,0.9999998999999999,35,2,0.10934172800000001,10800.0,8,2,0,0,0.0
4119,0,0.9999998999999999,74,0,107.0,,0,0,0,0,0.0
4120,0,0.008999719,61,0,0.35803497100000004,1200.0,9,0,1,0,0.0
4121,1,0.889196676,35,0,0.050824863,6000.0,2,1,0,0,0.0
4122,0,0.0,28,0,0.0,2000.0,2,0,0,0,0.0
4123,1,0.816819317,57,0,0.41982891,4558.0,8,0,1,0,1.0
4124,1,1.014109347,45,1,611.0,,5,1,0,0,0.0
4125,1,0.965194698,49,0,0.7900302109999999,3309.0,14,0,0,0,2.0
4126,1,1.111296235,40,2,0.553899291,5500.0,5,2,1,1,1.0
4127,1,0.641910444,41,1,0.3156379,20833.0,11,0,3,0,0.0
4128,0,0.012906674,72,0,0.475077195,6800.0,11,0,2,0,0.0
4129,0,0.14712663199999998,41,0,0.09316770199999999,7083.0,10,0,0,0,1.0
4130,1,0.9999998999999999,53,2,0.027643807000000003,8500.0,3,0,0,0,2.0
4131,1,0.22693865300000002,50,0,0.281444782,6256.0,10,0,0,1,0.0
4132,0,0.084632771,48,0,1394.0,,5,0,1,0,0.0
4133,0,0.834300322,64,0,0.6464,12499.0,17,0,2,0,0.0
4134,0,0.069276142,64,0,0.32071232,17800.0,18,0,6,0,0.0
4135,1,0.98320224,60,1,0.611755298,2500.0,7,0,2,1,0.0
4136,0,0.9704011840000001,39,0,0.603159498,5253.0,5,0,1,0,3.0
4137,1,0.9780073309999999,38,0,0.020222676999999998,4400.0,2,1,0,0,2.0
4138,0,0.523674747,61,0,0.597320241,9776.0,16,0,4,0,1.0
4139,0,0.07511252,68,0,0.554709075,10500.0,20,0,3,0,0.0
4140,1,0.085322005,50,0,3.562054208,700.0,21,0,1,2,0.0
4141,0,0.002847025,82,0,6.0,,5,0,0,0,0.0
4142,1,0.290059264,47,3,0.627312479,2972.0,8,3,1,1,3.0
4143,1,1.165834166,50,2,0.391387928,2600.0,3,0,0,0,1.0
4144,1,0.9999998999999999,77,0,0.006944444,2159.0,1,1,0,0,0.0
4145,0,0.632252617,40,0,0.589927169,8100.0,8,0,2,0,2.0
4146,0,0.9999998999999999,49,1,0.074701488,17000.0,2,0,1,0,1.0
4147,0,0.022239555,37,0,0.0062358280000000006,5291.0,3,0,0,0,0.0
4148,1,0.8954435079999999,46,4,1297.0,,6,1,0,0,0.0
4149,1,0.550898204,44,0,0.075291622,6600.0,5,1,0,1,1.0
4150,1,1.044090056,26,2,4.437810945,200.0,6,1,0,0,0.0
4151,0,0.952783024,51,4,0.478968069,15000.0,10,0,3,0,4.0
4152,0,0.077827532,52,0,434.0,,5,0,0,0,2.0
4153,0,0.0,49,0,0.0019089170000000002,3666.0,2,0,0,0,1.0
4154,0,0.416363015,56,0,0.422382671,12741.0,13,0,1,0,0.0
4155,0,0.699493652,51,0,1.351571268,3563.0,20,0,2,0,2.0
4156,1,0.553449836,40,0,0.242292951,6000.0,6,0,0,0,3.0
4157,0,0.134135737,50,0,0.204204445,12462.0,11,0,1,0,0.0
4158,1,1.090795502,36,1,0.35446685899999997,2428.0,10,0,0,0,1.0
4159,1,0.947605239,41,4,0.74145171,5000.0,5,1,1,1,2.0
4160,1,0.915582442,70,0,0.75788761,7384.0,18,0,3,0,0.0
4161,0,0.325689144,62,1,0.299130435,11499.0,7,0,2,0,4.0
4162,0,0.000482071,58,0,15.0,,5,0,1,0,0.0
4163,1,0.9999998999999999,49,0,0.0,16200.0,4,0,0,0,0.0
4164,1,0.9999998999999999,56,0,0.42149191399999997,3833.0,2,7,0,1,0.0
4165,1,0.513915249,61,1,0.906885567,4080.0,16,0,2,0,2.0
4166,0,0.024799172999999997,51,0,0.188505347,11500.0,4,0,2,0,3.0
4167,1,0.352001399,63,0,3985.0,,9,0,2,0,0.0
4168,0,0.008059176999999999,62,0,0.189301783,6000.0,7,0,1,0,0.0
4169,1,0.052528199000000005,36,1,0.261836202,14932.0,11,0,1,0,2.0
4170,1,0.018149392,62,0,0.191742148,8500.0,19,0,2,0,1.0
4171,0,0.837606,44,1,0.518547321,12858.0,14,0,6,2,0.0
4172,0,0.044986804000000005,79,0,54.0,,6,0,0,0,0.0
4173,1,0.458070639,58,1,0.40821256,3725.0,7,4,1,1,2.0
4174,1,0.53442774,49,3,0.294239967,9617.0,20,2,1,0,0.0
4175,0,0.029850746,53,1,0.276513525,4657.0,3,0,1,0,2.0
4176,0,0.081824029,48,1,0.501679866,8333.0,15,0,2,0,1.0
4177,1,0.701844923,56,0,0.8490364029999999,933.0,2,0,1,0,0.0
4178,1,0.9999998999999999,38,0,299.0,,1,1,0,0,
4179,1,0.9999998999999999,45,0,0.0060272730000000005,13272.0,1,1,0,0,3.0
4180,1,0.604382878,65,1,0.364620939,3600.0,9,0,0,3,2.0
4181,0,0.536038507,69,0,0.760886341,9070.0,20,0,2,0,1.0
4182,0,0.042183622999999996,43,0,0.257597847,8916.0,7,0,2,0,3.0
4183,1,1.1195652170000001,34,0,0.024421129,5527.0,2,1,0,1,1.0
4184,0,0.555172989,69,0,0.563154797,8494.0,18,0,2,0,0.0
4185,0,0.0,32,0,0.0,5312.0,3,0,0,0,2.0
4186,1,0.987055598,54,4,0.5400707579999999,6500.0,11,2,2,3,2.0
4187,0,0.667636201,57,0,0.286465375,19970.0,18,0,1,0,3.0
4188,1,1.041636,60,1,0.10413728300000001,4253.0,7,1,0,0,0.0
4189,1,1.024519049,54,1,0.654676259,3196.0,6,0,1,0,1.0
4190,0,0.07446346,56,2,0.7109144540000001,3050.0,10,0,2,0,0.0
4191,0,0.254267185,58,0,0.522526602,4416.0,15,0,1,0,0.0
4192,0,0.075974073,50,0,0.202560412,13200.0,6,0,1,0,2.0
4193,1,0.473652635,45,0,1.196865818,1020.0,5,0,1,0,2.0
4194,0,0.029953942999999997,49,0,0.318001136,3521.0,12,0,1,0,2.0
4195,1,0.9999998999999999,47,5,0.487992315,3122.0,6,0,0,1,3.0
4196,0,0.158461099,54,1,0.084971676,3000.0,6,0,0,0,0.0
4197,0,0.10796428699999999,70,0,0.033370829,8000.0,5,0,0,0,0.0
4198,1,0.76866601,60,2,0.459317585,8000.0,10,0,2,0,0.0
4199,1,0.9999998999999999,49,5,0.443625946,9773.0,8,1,1,1,0.0
4200,1,0.824971241,47,1,0.777575537,8240.0,6,1,4,0,2.0
4201,0,0.033343565,50,0,506.0,,13,0,1,0,0.0
4202,1,0.255367972,33,0,0.103888214,6583.0,6,0,0,0,1.0
4203,1,0.439780785,43,0,0.10419696699999999,9625.0,7,0,0,0,0.0
4204,0,0.5889097120000001,38,0,0.279023261,9500.0,6,0,1,0,0.0
4205,0,0.042415253,50,0,890.0,,8,0,2,0,1.0
4206,1,0.8202766229999999,42,0,0.6913234709999999,2500.0,5,0,0,0,0.0
4207,1,0.994167639,42,0,0.32830706,2917.0,5,0,1,0,3.0
4208,0,0.114342855,39,0,0.515844436,5553.0,3,0,1,0,3.0
4209,0,0.424606449,31,2,0.208546707,5662.0,10,0,0,0,3.0
4210,0,0.059936027,45,0,0.009498417,6000.0,2,0,0,0,2.0
4211,1,1.1628794759999999,67,3,0.43182726899999996,2500.0,2,1,1,0,0.0
4212,0,0.9999998999999999,44,0,0.14440993800000002,7083.0,3,0,1,0,2.0
4213,0,0.39763353100000004,39,0,0.23673687,3750.0,4,0,0,0,0.0
4214,0,0.21811120399999998,60,0,0.39551738,7450.0,21,0,2,0,0.0
4215,0,0.028076092,51,0,0.173488842,8916.0,8,0,1,0,0.0
4216,1,1.39800995,32,1,240.0,,3,1,0,0,0.0
4217,0,0.098538029,57,0,0.32141325800000003,11660.0,7,0,2,0,1.0
4218,1,0.9999998999999999,32,0,190.0,,2,0,0,0,0.0
4219,1,0.62501335,65,4,0.565614208,12161.0,20,1,1,1,1.0
4220,1,0.9999998999999999,28,2,0.270331667,2200.0,7,1,0,0,0.0
4221,1,0.341938705,54,1,0.226431265,5833.0,6,0,0,0,1.0
4222,0,0.9999998999999999,46,0,0.043083076,5500.0,3,0,0,0,1.0
4223,0,0.048664605,54,0,0.549017548,9516.0,15,0,3,0,0.0
4224,1,0.6105599,45,1,0.289816815,12500.0,10,0,1,0,4.0
4225,0,0.452516045,38,1,0.145208429,6500.0,4,0,0,0,1.0
4226,1,0.207560257,46,0,0.257626095,3310.0,3,1,0,0,3.0
4227,1,0.9626814929999999,57,3,14969.0,0.0,15,1,8,2,3.0
4228,0,0.17386321300000002,62,0,1656.0,,6,0,2,0,0.0
4229,1,0.678054878,43,1,0.146118721,4598.0,8,0,0,1,0.0
4230,1,0.8010006609999999,47,0,0.590516588,6600.0,13,0,2,0,3.0
4231,0,0.014474566999999999,81,0,539.0,,11,0,1,0,0.0
4232,0,0.312468753,59,0,0.253402838,3452.0,8,0,1,1,0.0
4233,0,0.157394421,61,0,91.0,,3,0,0,0,0.0
4234,1,0.732326767,37,4,0.299717453,4600.0,9,0,0,0,2.0
4235,0,0.672141553,67,0,0.43853664299999995,8500.0,19,0,4,0,0.0
4236,0,0.125262025,33,0,0.7242196759999999,2530.0,7,0,1,0,2.0
4237,0,0.043940299,59,1,0.18730835899999998,7500.0,8,0,1,0,0.0
4238,1,0.9999998999999999,37,1,0.01717826,3550.0,0,0,0,0,1.0
4239,1,0.9999998999999999,37,2,0.186684551,8200.0,4,0,1,0,2.0
4240,0,1.01059788,31,0,0.6777418409999999,3400.0,6,0,2,0,0.0
4241,0,0.0,64,0,0.0,10500.0,6,0,0,0,0.0
4242,1,0.350679254,55,3,6429.0,,17,0,4,0,0.0
4243,1,0.962258161,63,0,0.383144318,17987.0,19,0,3,0,1.0
4244,0,0.714593817,26,0,0.145142476,6000.0,6,0,0,0,0.0
4245,1,0.9545234640000001,55,0,0.15198830900000002,13000.0,6,1,0,0,1.0
4246,0,0.18913958399999997,62,0,0.198121307,19800.0,11,0,3,0,1.0
4247,1,0.509543935,50,2,0.304690778,11916.0,11,0,3,2,2.0
4248,0,0.012384253000000001,56,0,0.148718667,7140.0,16,0,1,0,0.0
4249,0,0.0,55,0,0.048859935,2455.0,7,0,0,0,1.0
4250,0,0.869989364,49,0,0.7781527309999999,8000.0,11,0,2,0,2.0
4251,0,0.719849658,55,0,0.371135327,7891.0,7,0,1,0,3.0
4252,1,0.0,49,2,0.644830717,7708.0,11,0,2,0,3.0
4253,1,0.7844229290000001,72,2,1513.0,,5,5,0,1,0.0
4254,1,1.007763792,61,0,0.16855558199999998,4146.0,4,1,0,0,2.0
4255,0,0.784530387,34,0,0.225215744,4750.0,8,0,1,0,0.0
4256,0,0.33957044,38,0,0.293080768,3800.0,9,0,1,0,0.0
4257,0,0.9999998999999999,39,0,0.113880533,2326.0,4,0,0,0,0.0
4258,0,0.0,85,0,0.332661742,4466.0,5,0,1,0,0.0
4259,1,0.97624016,61,1,0.7646582,3700.0,5,2,0,1,2.0
4260,0,0.114795408,48,0,0.35916518399999997,6180.0,3,0,1,0,0.0
4261,0,0.057407507999999996,53,0,4310.0,,14,0,1,0,0.0
4262,0,0.9999998999999999,44,1,0.113290263,4333.0,1,1,0,0,2.0
4263,0,0.43809330799999996,40,2,1397.0,,5,0,1,0,0.0
4264,0,0.25539109,54,0,0.226481127,12000.0,6,0,1,0,2.0
4265,1,0.9999998999999999,30,0,0.37151187,2400.0,3,0,0,0,3.0
4266,0,0.223172869,43,0,64.0,,2,0,0,0,0.0
4267,1,0.9444478740000001,72,1,2970.0,,8,0,2,0,1.0
4268,1,0.9999998999999999,59,0,218.0,,3,3,0,0,0.0
4269,1,1.00310327,41,0,0.654869026,5000.0,5,0,2,0,2.0
4270,1,1.0374395029999999,38,0,1097.0,,6,0,0,0,0.0
4271,0,0.069150437,49,0,0.008498584,6000.0,3,0,0,0,2.0
4272,1,0.097462953,51,1,4601.0,,23,0,2,0,0.0
4273,0,0.132632852,56,0,0.53520677,12525.0,29,0,2,0,0.0
4274,0,0.256049961,64,0,0.067644119,3000.0,13,0,0,1,0.0
4275,0,0.03710089,27,1,0.9104477609999999,200.0,6,0,0,0,0.0
4276,1,0.624831211,26,0,1.5348217259999999,3000.0,10,0,3,0,0.0
4277,1,0.9999998999999999,50,1,0.37244676200000004,2300.0,2,4,1,0,0.0
4278,1,1.368259535,51,2,228.0,,4,1,0,3,0.0
4279,0,0.03992016,25,1,0.152542373,2300.0,3,0,0,0,0.0
4280,1,0.44643950200000004,51,0,3107.0,,7,0,2,0,0.0
4281,0,0.7764241909999999,52,0,0.8238514640000001,4200.0,11,0,0,0,1.0
4282,1,0.57973267,32,1,2136.0,,10,0,2,0,0.0
4283,1,0.769220036,47,1,0.6482746229999999,5563.0,13,0,2,1,2.0
4284,0,1.23180593,66,0,1.603221704,2358.0,5,0,2,0,0.0
4285,0,0.648624267,52,0,566.0,,6,0,0,0,0.0
4286,0,0.9999998999999999,67,0,0.08123354599999999,2658.0,1,1,0,0,0.0
4287,1,0.13138827,51,4,0.068450039,5083.0,7,0,0,0,0.0
4288,0,0.136944497,76,0,509.0,,12,0,0,0,0.0
4289,0,0.9999998999999999,59,0,0.0,,2,0,0,0,0.0
4290,1,0.017980476000000002,57,0,0.02066487,16694.0,10,0,0,0,1.0
4291,0,0.78243513,58,0,2472.0,,6,0,2,0,0.0
4292,1,0.162687,42,1,0.30455672699999997,6451.0,11,0,1,0,0.0
4293,0,0.01536292,57,0,0.018678161000000002,1391.0,10,0,0,0,0.0
4294,0,0.118711651,60,0,0.35394101,6000.0,18,0,1,0,1.0
4295,1,0.079359691,74,0,0.29333838,5283.0,18,0,2,1,0.0
4296,1,0.9999998999999999,53,1,0.046651116,3000.0,0,1,0,0,3.0
4297,1,1.007763792,61,0,0.16855558199999998,4146.0,4,1,0,0,2.0
4298,0,0.00720612,67,0,11279.0,,10,0,4,0,0.0
4299,1,0.5119498929999999,43,0,0.79551651,3300.0,21,0,1,0,2.0
4300,1,0.9999998999999999,53,0,173.0,,2,0,0,0,0.0
4301,0,0.9999998999999999,51,0,0.34478742,5150.0,8,0,2,0,3.0
4302,0,0.007753325,75,0,11.0,,6,0,0,0,
4303,0,0.153969206,28,0,0.29997447,3916.0,5,0,0,0,0.0
4304,1,0.06120348,47,2,0.5152813479999999,3500.0,12,0,1,1,0.0
4305,0,0.764235764,27,0,0.007199424,4166.0,1,0,0,0,0.0
4306,1,0.9999998999999999,40,0,0.0,2231.0,0,2,0,0,3.0
4307,0,0.6715547409999999,27,0,0.055956158,3466.0,4,0,0,0,0.0
4308,0,0.835110108,54,0,4642.0,,15,0,1,0,0.0
4309,0,0.98763223,40,0,0.467873895,9166.0,6,0,2,0,3.0
4310,0,0.552108382,57,0,0.939034046,2525.0,11,0,1,0,0.0
4311,1,0.734939013,51,0,0.214417259,3800.0,6,0,0,0,3.0
4312,1,0.9999998999999999,39,0,0.24641981699999999,7750.0,1,1,1,1,2.0
4313,1,0.9999998999999999,43,0,0.442755826,2960.0,6,3,1,0,3.0
4314,0,0.21599084699999999,48,0,0.15854558900000001,5417.0,11,0,0,0,0.0
4315,0,0.0,57,0,0.23423536,16000.0,5,0,3,0,2.0
4316,0,0.029240419,78,0,38.0,,7,0,0,0,
4317,0,0.007936613,49,0,0.124928629,8756.0,9,0,0,0,2.0
4318,1,0.774228577,35,0,0.45388816200000004,13000.0,11,0,4,0,1.0
4319,1,0.9999998999999999,63,0,0.0,,1,2,0,0,0.0
4320,1,0.22355507100000002,37,1,0.060750333,5250.0,6,0,0,0,0.0
4321,0,0.422590322,56,0,1350.0,,5,0,1,0,0.0
4322,0,0.010812927,74,0,0.001041558,9600.0,8,0,0,0,0.0
4323,0,0.070368366,41,0,0.60724698,2400.0,9,0,2,0,0.0
4324,1,0.9999998999999999,23,0,53.0,,1,0,0,0,0.0
4325,0,0.0,34,0,0.305157919,4400.0,8,0,1,0,1.0
4326,1,0.9999998999999999,46,0,2563.0,,3,2,1,1,0.0
4327,0,0.105010647,53,0,0.396371947,7000.0,11,0,1,0,0.0
4328,0,0.095458758,55,0,1399.0,,3,0,1,0,0.0
4329,0,0.019196,47,0,0.277169188,5750.0,11,0,1,0,0.0
4330,1,0.546308676,36,0,1.178397579,7600.0,12,0,4,0,0.0
4331,1,0.9637809190000001,56,1,802.0,,9,0,0,0,0.0
4332,0,0.0,43,0,0.0,1.0,2,0,0,0,3.0
4333,1,0.847040738,47,0,432.0,,6,0,0,0,0.0
4334,1,0.430923537,36,0,4075.0,,19,0,2,0,0.0
4335,1,0.9365158709999999,50,3,0.611002513,3580.0,9,1,2,0,2.0
4336,0,0.261081467,39,0,0.638855494,4158.0,9,0,1,0,1.0
4337,1,0.394701385,40,2,0.486102779,5000.0,18,0,1,0,4.0
4338,1,0.072066281,48,0,0.42636841200000003,5900.0,5,0,2,1,2.0
4339,0,0.294960492,61,0,0.302491668,6300.0,14,0,1,0,1.0
4340,1,0.599471325,59,0,0.161203875,4850.0,13,1,0,1,0.0
4341,0,0.526096911,29,0,2154.0,,5,0,2,0,0.0
4342,0,0.428098176,37,3,0.410479476,20000.0,14,0,2,0,3.0
4343,1,0.027671022000000003,31,0,0.24318054600000003,12500.0,9,0,0,0,2.0
4344,0,0.178334562,65,0,0.6770255270000001,900.0,9,0,1,0,0.0
4345,0,0.057850822,77,0,0.020395921,6667.0,8,0,0,0,0.0
4346,0,0.035975131,44,0,3255.0,,7,0,3,0,0.0
4347,1,1.115512773,25,2,0.426594927,1300.0,5,3,0,1,0.0
4348,1,0.39353224600000003,58,0,0.36131934,2000.0,6,0,0,0,0.0
4349,0,0.0,77,0,0.0,,3,0,0,0,0.0
4350,0,0.008123985,39,0,1.0,,2,0,0,0,0.0
4351,0,0.074185163,52,0,590.0,,9,0,1,0,0.0
4352,0,0.179422875,41,0,0.34166011,5083.0,4,0,1,0,2.0
4353,0,0.8679382999999999,54,1,0.199809342,5244.0,3,0,0,0,0.0
4354,1,0.884398088,56,2,1577.0,,5,7,1,0,0.0
4355,0,0.10335173199999999,72,0,2265.0,0.0,6,0,3,0,0.0
4356,0,0.38879028,61,0,0.696121551,2500.0,6,0,1,0,1.0
4357,0,0.753346515,52,0,0.265455757,6000.0,6,0,0,0,1.0
4358,1,0.9999998999999999,24,0,0.0,1706.0,0,1,0,0,0.0
4359,1,0.788844622,49,3,0.164432285,3654.0,4,1,0,0,0.0
4360,0,0.41914107799999994,67,0,0.129860381,13321.0,9,0,1,0,0.0
4361,0,0.165753047,40,0,0.34222343200000005,7348.0,10,0,1,0,1.0
4362,0,0.096425698,35,0,25.0,,5,0,0,0,0.0
4363,0,0.064663351,68,0,4797.0,,10,0,1,0,0.0
4364,1,0.137577601,43,1,11977.0,,8,0,5,0,0.0
4365,1,0.60411027,39,2,0.139972006,5000.0,4,1,0,0,0.0
4366,0,0.04888611599999999,75,0,51.0,,2,0,0,0,0.0
4367,1,0.9999998999999999,52,0,0.504023409,4100.0,1,0,1,1,5.0
4368,0,0.8247898859999999,66,0,0.642761007,5200.0,12,0,3,0,0.0
4369,0,0.319486688,64,0,0.228303748,16223.0,11,0,3,0,0.0
4370,1,0.9999998999999999,49,0,0.182101295,6100.0,5,0,0,0,0.0
4371,1,0.426294821,64,0,396.0,,2,1,0,0,
4372,0,0.016684186,81,0,0.101919045,6200.0,8,0,1,0,0.0
4373,0,0.053302432999999996,32,1,0.19222819300000002,2418.0,9,1,0,0,2.0
4374,1,0.708335059,49,0,0.435007917,6946.0,8,0,2,0,0.0
4375,1,1.303393214,34,2,0.13802383699999998,2600.0,5,1,0,0,1.0
4376,0,0.20261205300000001,43,0,0.334735071,5944.0,14,0,1,0,2.0
4377,0,0.018544936,38,0,0.739630185,2000.0,6,0,1,0,3.0
4378,1,0.018542327,53,0,0.47189729,10514.0,9,0,3,0,0.0
4379,0,0.003413663,56,0,0.46760863799999997,3750.0,17,0,2,0,0.0
4380,1,0.7948005779999999,49,2,0.216048601,7900.0,10,1,1,0,2.0
4381,1,0.9999998999999999,32,0,0.0,5000.0,1,0,0,0,0.0
4382,1,0.8262934270000001,42,1,0.10996858,3500.0,4,0,0,0,0.0
4383,0,0.040436823,74,0,0.46704155,3200.0,4,0,1,0,0.0
4384,0,0.053105208,68,0,1099.0,,9,0,1,0,0.0
4385,0,0.24472960600000002,62,0,2255.0,,3,0,1,0,0.0
4386,0,0.12339177400000001,37,1,0.562227603,4129.0,11,0,3,0,2.0
4387,1,1.092202389,40,3,0.531131479,6327.0,8,1,2,3,0.0
4388,1,0.9999998999999999,70,0,0.0,2300.0,1,0,0,0,0.0
4389,1,0.9999998999999999,36,0,0.0,1600.0,0,1,0,0,1.0
4390,0,0.07561093,61,0,0.46732318700000003,3350.0,9,0,2,0,0.0
4391,0,0.08161487099999999,49,0,0.172797585,5300.0,5,0,1,0,1.0
